draw_id,R3-R0:mission_success:sampled_seeds,R3-R0:safety_composite:sampled_seeds,R3-R0:progress:sampled_seeds,R3-R0:total_wakes:sampled_seeds,R3-R1:mission_success:sampled_seeds,R3-R1:safety_composite:sampled_seeds,R3-R1:progress:sampled_seeds,R3-R1:total_wakes:sampled_seeds,R3-R2:mission_success:sampled_seeds,R3-R2:safety_composite:sampled_seeds,R3-R2:progress:sampled_seeds,R3-R2:total_wakes:sampled_seeds,P4-P6:mission_success:sampled_seeds,P4-P6:progress:sampled_seeds,R3-R0:mission_success,R3-R0:safety_composite,R3-R0:progress,R3-R0:total_wakes,R3-R1:mission_success,R3-R1:safety_composite,R3-R1:progress,R3-R1:total_wakes,R3-R2:mission_success,R3-R2:safety_composite,R3-R2:progress,R3-R2:total_wakes,P4-P6:mission_success,P4-P6:progress
20,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262310|20262303|20262307|20262307|20262310|20262306|20262305|20262303|20262302|20262309,20262301|20262301|20262301|20262305|20262301,20262301|20262301|20262301|20262305|20262301,0.6666666666666667,0.01818181818181818,0.6145781768943055,-0.5393939393939394,0.23863636363636367,0.01818181818181818,0.23042151415934803,0.23106060606060605,-0.01818181818181818,0.01818181818181818,-0.015789667288501674,-0.6666666666666667,-0.2848484848484848,-0.2717278468790683
21,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262304|20262304|20262304|20262301|20262302|20262305|20262308|20262307|20262306|20262307,20262301|20262301|20262301|20262305|20262302,20262301|20262301|20262301|20262305|20262302,0.6848484848484849,0.0,0.632351111085782,-0.5742424242424242,0.25681818181818183,0.0,0.24686234739334498,0.19621212121212123,0.0,0.0,5.202553102759326e-08,-0.6848484848484849,-0.2848484848484848,-0.2681568428158433
22,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262303|20262304|20262301|20262304|20262307|20262305|20262308|20262308|20262309|20262308,20262301|20262301|20262301|20262305|20262303,20262301|20262301|20262301|20262305|20262303,0.6818181818181819,0.00909090909090909,0.6299895987868965,-0.5871212121212122,0.25,0.00909090909090909,0.2411419228772571,0.19015151515151515,-0.00909090909090909,0.00909090909090909,-0.00789480527836446,-0.6818181818181819,-0.27030303030303027,-0.2578315317651467
23,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262302|20262302|20262302|20262310|20262307|20262309|20262301|20262302|20262308|20262308,20262301|20262301|20262301|20262305|20262304,20262301|20262301|20262301|20262305|20262304,0.6727272727272728,0.0,0.6196259745657997,-0.5386363636363636,0.25227272727272726,0.0,0.24202283303597097,0.21818181818181817,0.0,0.0,9.356188649776702e-08,-0.6727272727272728,-0.30303030303030304,-0.2796355215513969
24,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262305|20262301|20262309|20262303|20262303|20262307|20262305|20262301|20262307|20262301,20262301|20262301|20262301|20262305|20262305,20262301|20262301|20262301|20262305|20262305,0.6666666666666667,0.01818181818181818,0.614649231900962,-0.5643939393939393,0.23863636363636367,0.01818181818181818,0.23039450433602862,0.20606060606060606,-0.01818181818181818,0.01818181818181818,-0.01578969334818184,-0.6666666666666667,-0.29696969696969694,-0.2794762691929241
25,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262302|20262310|20262303|20262310|20262305|20262308|20262307|20262304|20262306|20262304,20262301|20262301|20262302|20262301|20262301,20262301|20262301|20262302|20262301|20262301,0.6757575757575758,0.00909090909090909,0.6242903553923862,-0.5568181818181818,0.24772727272727274,0.00909090909090909,0.2389465206893459,0.21363636363636362,-0.00909090909090909,0.00909090909090909,-0.007894809829704792,-0.6757575757575758,-0.2727272727272727,-0.2604084205019875
26,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262307|20262309|20262306|20262310|20262303|20262309|20262303|20262302|20262310,20262301|20262301|20262302|20262301|20262302,20262301|20262301|20262302|20262301|20262302,0.6727272727272728,0.01818181818181818,0.6198130502597371,-0.553030303030303,0.2409090909090909,0.01818181818181818,0.23250857318367588,0.22424242424242422,-0.01818181818181818,0.01818181818181818,-0.015789667509956216,-0.6727272727272728,-0.2727272727272727,-0.2568374164387624
27,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262304|20262304|20262309|20262308|20262308|20262308|20262309|20262310|20262308|20262308,20262301|20262301|20262302|20262301|20262303,20262301|20262301|20262302|20262301|20262303,0.690909090909091,0.0,0.6387343502499799,-0.5962121212121211,0.2590909090909091,0.0,0.24940108454895826,0.1810606060606061,0.0,0.0,7.046577162757431e-08,-0.690909090909091,-0.2581818181818182,-0.2465121053880659
28,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262310|20262309|20262308|20262301|20262310|20262302|20262309|20262303|20262301|20262304,20262301|20262301|20262302|20262301|20262304,20262301|20262301|20262302|20262301|20262304,0.6818181818181819,0.00909090909090909,0.6288320378913681,-0.5704545454545454,0.25,0.00909090909090909,0.2408026991903916,0.20681818181818185,-0.00909090909090909,0.00909090909090909,-0.007894814925588849,-0.6818181818181819,-0.2909090909090909,-0.2683160951743161
29,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262303|20262305|20262305|20262301|20262309|20262304|20262304|20262306|20262309|20262307,20262301|20262301|20262302|20262301|20262305,20262301|20262301|20262302|20262301|20262305,0.6878787878787879,0.00909090909090909,0.6352273073822108,-0.5924242424242425,0.25227272727272726,0.00909090909090909,0.24324522873351775,0.19166666666666668,-0.00909090909090909,0.00909090909090909,-0.007894826951697022,-0.6878787878787879,-0.2848484848484848,-0.2681568428158433
30,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262305|20262306|20262309|20262305|20262308|20262301|20262305|20262310|20262307|20262302,20262301|20262301|20262302|20262302|20262301,20262301|20262301|20262302|20262302|20262301,0.6727272727272728,0.0,0.6213925882228543,-0.5636363636363637,0.25227272727272726,0.0,0.242660931961294,0.19318181818181818,0.0,0.0,3.825137154077046e-08,-0.6727272727272728,-0.2727272727272727,-0.2568374164387624
31,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262304|20262306|20262305|20262309|20262301|20262305|20262309|20262305|20262303,20262301|20262301|20262302|20262302|20262302,20262301|20262301|20262302|20262302|20262302,0.6818181818181819,0.00909090909090909,0.630030347337412,-0.5954545454545455,0.25,0.00909090909090909,0.24122498619907776,0.18181818181818182,-0.00909090909090909,0.00909090909090909,-0.007894839289688638,-0.6818181818181819,-0.2727272727272727,-0.2532664123755374
